type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,2340,null,NAVI,navi.miraeasset.co.id,Sektor Keuangan,MIRAE ASSET SEKURITAS INDONESIA,2021-11-08,000815.07/DJAI.PSE/11/2021,https://pse.kominfo.go.id/storage/images/qr_code/0ceee4b17d2f6913380d09f02dff7da7.png,TERDAFTAR,3329
tdpseTerbit,2011,null,OPENACCOUNT WEB APP,open.miraeasset.co.id,"Sektor Keuangan, Sektor Perdagangan",MIRAE ASSET SEKURITAS INDONESIA,2021-10-26,000815.06/DJAI.PSE/10/2021,https://pse.kominfo.go.id/storage/images/qr_code/732789649e0a9218baa7c9d92bc3f943.png,TERDAFTAR,3328
tdpseTerbit,1121,null,WEB MIRAE ASSET,hots.miraeasset.co.id,"Sektor Keuangan, Sektor Perdagangan",MIRAE ASSET SEKURITAS INDONESIA,2021-06-02,000815.05/DJAI.PSE/06/2021,https://pse.kominfo.go.id/storage/images/qr_code/65a52fb3eaa63988a2ce913d7e359727.png,TERDAFTAR,3327
tdpseTerbit,1120,null,HOTS,-,"Sektor Keuangan, Sektor Perdagangan",MIRAE ASSET SEKURITAS INDONESIA,2021-06-02,000815.04/DJAI.PSE/06/2021,https://pse.kominfo.go.id/storage/images/qr_code/a5046f30b39e2c9ebbbdbfc34f820fa5.png,TERDAFTAR,3326
tdpseTerbit,1119,null,NEO HOTS,-,"Sektor Keuangan, Sektor Perdagangan",MIRAE ASSET SEKURITAS INDONESIA,2021-06-02,000815.03/DJAI.PSE/06/2021,https://pse.kominfo.go.id/storage/images/qr_code/ee44ee113cebf0b4a7c529343e0e4d25.png,TERDAFTAR,3325
tdpseTerbit,1118,null,MAXFUND,max.miraeasset.co.id,Sektor Keuangan,MIRAE ASSET SEKURITAS INDONESIA,2021-06-02,000815.02/DJAI.PSE/06/2021,https://pse.kominfo.go.id/storage/images/qr_code/6f98e94619baad5259d7af5093a01254.png,TERDAFTAR,3324
tdpseTerbit,1115,null,OPENACCOUNT WEB APP,open.miraeasset.co.id,"Sektor Keuangan, Sektor Perdagangan",MIRAE ASSET SEKURITAS INDONESIA,2021-06-02,000815.01/DJAI.PSE/06/2021,https://pse.kominfo.go.id/storage/images/qr_code/bc71a62fb2499dfeab52c8a04cbd398d.png,TERDAFTAR,3323
tdpseTerbit,1114,null,POEMS,www.poems.co.id,Sektor Keuangan,PHILLIP SEKURITAS INDONESIA,2021-06-02,000814.01/DJAI.PSE/06/2021,https://pse.kominfo.go.id/storage/images/qr_code/f69389889381349b68f9477330d5faa0.png,TERDAFTAR,814
tdpseTerbit,1155,null,Register Online,https://registeronline.binaartha.com/,Sektor Keuangan,BINAARTHA SEKURITAS,2021-06-02,000813.04/DJAI.PSE/06/2021,https://pse.kominfo.go.id/storage/images/qr_code/36caebced55b44845f8adf53095c6340.png,TERDAFTAR,807
tdpseTerbit,1154,null,Fixed Income Trading System,https://fitsonline.binaartha.com/,Sektor Keuangan,BINAARTHA SEKURITAS,2021-06-02,000813.03/DJAI.PSE/06/2021,https://pse.kominfo.go.id/storage/images/qr_code/3bc07630b548b4c52c60cbccb24f1d23.png,TERDAFTAR,806
