type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,919,null,AHM Career,https://recruitment.astra-honda.com/index.html,Sektor Teknologi Informasi dan Komunikasi,ASTRA HONDA MOTOR,2021-05-11,000696.01/DJAI.PSE/05/2021,https://pse.kominfo.go.id/storage/images/qr_code/da878d17a02389cc5640ee3d73dfdd20.png,TERDAFTAR,558
tdpseTerbit,918,null,bolttech InsurTech Exchange,-,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",BOLTTECH DEVICE PROTECTION INDONESIA INVESTMENT,2021-05-11,000695.02/DJAI.PSE/05/2021,https://pse.kominfo.go.id/storage/images/qr_code/aa5ea48e3723a3b882eba2cdcf603985.png,TERDAFTAR,373
tdpseTerbit,917,null,bolttech InsurTech Exchange,-,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",BOLTTECH DEVICE PROTECTION INDONESIA INVESTMENT,2021-05-11,000695.01/DJAI.PSE/05/2021,https://pse.kominfo.go.id/storage/images/qr_code/9bacc7e7927d288880ed536296a362c0.png,TERDAFTAR,372
tdpseTerbit,1291,null,gadjian.com,www.gadjian.com,Sektor Teknologi Informasi dan Komunikasi,FATIHA SAKTI,2021-06-02,000694.06/DJAI.PSE/06/2021,https://pse.kominfo.go.id/storage/images/qr_code/975889c26551bb8f4a31f822c31c60f7.png,TERDAFTAR,641
tdpseTerbit,1290,null,hadirr.com,www.hadirr.com,Sektor Teknologi Informasi dan Komunikasi,FATIHA SAKTI,2021-06-02,000694.05/DJAI.PSE/06/2021,https://pse.kominfo.go.id/storage/images/qr_code/e5120aca6e4ae284d57913f2b46e10c0.png,TERDAFTAR,640
tdpseTerbit,1289,null,baktiku.id,www.baktiku.id,Sektor Teknologi Informasi dan Komunikasi,FATIHA SAKTI,2021-06-02,000694.04/DJAI.PSE/06/2021,https://pse.kominfo.go.id/storage/images/qr_code/4e72049c26a3ee65b4ea984e12137ac7.png,TERDAFTAR,639
tdpseTerbit,913,null,baktiku.id,www.baktiku.id,Sektor Teknologi Informasi dan Komunikasi,FATIHA SAKTI,2021-05-11,000694.03/DJAI.PSE/05/2021,https://pse.kominfo.go.id/storage/images/qr_code/8ff37bf8c8b19400a9bf6064610883f5.png,TERDAFTAR,638
tdpseTerbit,912,null,hadirr.com,www.hadirr.com,Sektor Teknologi Informasi dan Komunikasi,FATIHA SAKTI,2021-05-11,000694.02/DJAI.PSE/05/2021,https://pse.kominfo.go.id/storage/images/qr_code/668f2349687dd660a22dacb32de8f489.png,TERDAFTAR,637
tdpseTerbit,911,null,gadjian.com,www.gadjian.com,Sektor Teknologi Informasi dan Komunikasi,FATIHA SAKTI,2021-05-11,000694.01/DJAI.PSE/05/2021,https://pse.kominfo.go.id/storage/images/qr_code/ca945136a22d63c385960ba5797aabe1.png,TERDAFTAR,3702
tdpseTerbit,925,null,MOST SBN,www.most.co.id,Sektor Keuangan,MANDIRI SEKURITAS,2021-05-11,000693.04/DJAI.PSE/05/2021,https://pse.kominfo.go.id/storage/images/qr_code/c1e904b47e423b852388112a209f8a79.png,TERDAFTAR,652
