type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,8436,812011802002900160002,SKILLACADEMY,skillacademy.com,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",RUANG RAYA INDONESIA,2022-07-21,001737.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/d3feafd407e82279ad0fe5eef516fd0e.png,TERDAFTAR,8354
tdpseTerbit,2706,null,ruangguru,ruangguru.com,Sektor Perdagangan,RUANG RAYA INDONESIA,2021-12-10,001737.01/DJAI.PSE/12/2021,https://pse.kominfo.go.id/storage/images/qr_code/12faefed609bf19eda4aa8267726e41f.png,TERDAFTAR,1609
tdpseTerbit,4009,null,www.bhayangkaranews.my.id,www.bhayangkaranews.my.id,Sektor Teknologi Informasi dan Komunikasi,MEDIA NARASI JARINGAN RAKYAT,2022-04-23,001736.04/DJAI.PSE/04/2022,https://pse.kominfo.go.id/storage/images/qr_code/315cf8552dfa7a5eb56b1a61ba8c44d0.png,TERDAFTAR,3743
tdpseTerbit,3655,null,www.bhayangkaranews.id,www.bhayangkaranews.id,Sektor Teknologi Informasi dan Komunikasi,MEDIA NARASI JARINGAN RAKYAT,2022-03-26,001736.03/DJAI.PSE/03/2022,https://pse.kominfo.go.id/storage/images/qr_code/843dda14a195e1c15619e8ef588d55d8.png,TERDAFTAR,3551
tdpseTerbit,3320,null,www.bhayangkara.news,bhayangkara.news,Sektor Teknologi Informasi dan Komunikasi,MEDIA NARASI JARINGAN RAKYAT,2022-02-20,001736.02/DJAI.PSE/02/2022,https://pse.kominfo.go.id/storage/images/qr_code/9abf080de224661261953f185d9ec445.png,TERDAFTAR,1848
tdpseTerbit,2705,null,Website Resmi Portal Berita Media Narasi Jaringan Rakyat,www.bhanyangkaranews.id,Sektor Teknologi Informasi dan Komunikasi,MEDIA NARASI JARINGAN RAKYAT,2021-12-10,001736.01/DJAI.PSE/12/2021,https://pse.kominfo.go.id/storage/images/qr_code/f66a9e0fca0745de810ef60b6905f756.png,TERDAFTAR,1847
tdpseTerbit,2704,null,roomdev,www.roomdev.id,Sektor Perdagangan,YED MARCO GRANDIORI ZULKARNAIN,2021-12-09,001735.01/DJAI.PSE/12/2021,https://pse.kominfo.go.id/storage/images/qr_code/a584452757cb0a1d84c99a14b1504072.png,TERDAFTAR,1846
tdpseTerbit,2703,null,KONTANKU,kontanku.id,"Sektor Keuangan, Sektor Teknologi Informasi dan Komunikasi",PAM FINANSIAL TEKNOLOGI,2021-12-09,001734.01/DJAI.PSE/12/2021,https://pse.kominfo.go.id/storage/images/qr_code/eb0cabda6f1bd08850d1a7cfcfc77ce2.png,TERDAFTAR,3394
tdpseTerbit,2957,null,PT PINTAR PLATFORM DIGITAL,oneaset.com,Sektor Perdagangan,PINTAR PLATFORM DIGITAL,2022-01-06,001733.02/DJAI.PSE/01/2022,https://pse.kominfo.go.id/storage/images/qr_code/e9173c216a9511afb2d441638bdffeda.png,TERDAFTAR,2806
tdpseTerbit,2702,null,PT PINTAR PLATFORM DIGITAL,oneaset.com,Sektor Perdagangan,PINTAR PLATFORM DIGITAL,2021-12-09,001733.01/DJAI.PSE/12/2021,https://pse.kominfo.go.id/storage/images/qr_code/da1d98d0314d206d6739cd0e4255a299.png,TERDAFTAR,2805
