type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,324,null,mapgiftvoucher.com,mapgiftvoucher.com,Sektor Perdagangan,"MITRA ADIPERKASA, TBK",2021-03-04,000274.01/DJAI.PSE/03/2021,https://pse.kominfo.go.id/storage/images/qr_code/e746ae227631ec1403b7094f9cd13f3e.png,TERDAFTAR,3678
tdpseTerbit,323,null,KESATO & CO,https://www.kesato.com/,Sektor Teknologi Informasi dan Komunikasi,INTER PROSPEK,2021-03-04,000273.01/DJAI.PSE/03/2021,https://pse.kominfo.go.id/storage/images/qr_code/6178dcb01150abec6f6b62d9241aa724.png,TERDAFTAR,101
tdpseTerbit,322,null,SCANINA,scanina.com,Sektor Perdagangan,SURYA CAKRA ANUGERAH NUSANTARA,2021-03-04,000272.01/DJAI.PSE/03/2021,https://pse.kominfo.go.id/storage/images/qr_code/cfeca49f9b61fb5050c97986e178cd06.png,TERDAFTAR,2697
tdpseTerbit,6020,912011902083400010002,FUNDEX MOBILE APP,-,Sektor Keuangan,DANA INVESTASI BERSAMA,2022-07-17,000271.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/e0cd99a914be388342030e84455cdb36.png,TERDAFTAR,5883
tdpseTerbit,320,null,FundEx,https://fundex.id,"Sektor Keuangan, Sektor Teknologi Informasi dan Komunikasi",DANA INVESTASI BERSAMA,2021-03-04,000271.01/DJAI.PSE/03/2021,https://pse.kominfo.go.id/storage/images/qr_code/132eb11923acb0d3769022a3a00b65f1.png,TERDAFTAR,98
tdpseTerbit,346,null,CTBC Mobile Banking,-,Sektor Keuangan,BANK CTBC INDONESIA,2021-03-09,000270.05/DJAI.PSE/03/2021,https://pse.kominfo.go.id/storage/images/qr_code/7b750bf12d97a6c6393da2dc299e5dd9.png,TERDAFTAR,20
tdpseTerbit,345,null,CTBC Corporate Internet Banking,https://ebanking.ctbcbank.co.id/corp/AuthenticationController?__START_TRAN_FLAG__=Y&FORMSGROUP_ID__=AuthenticationFG&__EVENT_ID__=LOAD&FG_BUTTONS__=LOAD&ACTION.LOAD=Y&AuthenticationFG.LOGIN_FLAG=1&BANK_ID=BCI&LANGUAGE_ID=001,Sektor Keuangan,BANK CTBC INDONESIA,2021-03-09,000270.04/DJAI.PSE/03/2021,https://pse.kominfo.go.id/storage/images/qr_code/2ecd385ba86848e221b22f560beb6a55.png,TERDAFTAR,19
tdpseTerbit,344,null,CTBC Retail Internet Banking,https://ebanking.ctbcbank.co.id/retail/AuthenticationController?FORMSGROUP_ID__=AuthenticationFG&__START_TRAN_FLAG__=Y&__FG_BUTTONS__=LOAD&ACTION.LOAD=Y&AuthenticationFG.LOGIN_FLAG=1&BANK_ID=BCI,Sektor Keuangan,BANK CTBC INDONESIA,2021-03-09,000270.03/DJAI.PSE/03/2021,https://pse.kominfo.go.id/storage/images/qr_code/f344158dbc0e6b5a23ef84f27dacb0c1.png,TERDAFTAR,18
tdpseTerbit,342,null,CTBC Digital Lending,"https://eloan.ctbcbank.co.id/danacinta; (landing page) Ktadigital.com, Ktainstan.com, Danacintadigital.com",Sektor Keuangan,BANK CTBC INDONESIA,2021-03-09,000270.02/DJAI.PSE/03/2021,https://pse.kominfo.go.id/storage/images/qr_code/265d8a5efd3c2715b5b88a3299bc0450.png,TERDAFTAR,17
tdpseTerbit,319,null,CTBC Website,https://ctbcbank.co.id/,Sektor Keuangan,BANK CTBC INDONESIA,2021-03-04,000270.01/DJAI.PSE/03/2021,https://pse.kominfo.go.id/storage/images/qr_code/7bebee63faf180f32b47ac6a71e2dade.png,TERDAFTAR,16
