type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,7950,200722002991200000001,PT. BPR BUMIAYU BANGUN CITRA,bankcitra.net,Sektor Keuangan,BANK PERKREDITAN RAKYAT BUMIAYU BANGUN CITRA,2022-07-20,005502.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f48b0c29da4dd78e7eaba55715a2e620.png,TERDAFTAR,7867
tdpseTerbit,7475,081121000309900040002,CONCREATE PORTAL,-,Sektor Teknologi Informasi dan Komunikasi,MASYARAKAT INDUSTRI KREATIF TEKNOLOGI INFORMASI DAN KOMUNIKASI INDONESIA,2022-07-20,005501.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/998c1656288aa908e3d7aaca89e13103.png,TERDAFTAR,7383
tdpseTerbit,7429,081121000309900040001,PORTAL MIKTI,mikti.id,Sektor Teknologi Informasi dan Komunikasi,MASYARAKAT INDUSTRI KREATIF TEKNOLOGI INFORMASI DAN KOMUNIKASI INDONESIA,2022-07-20,005501.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/9c5b0f2b57fd9fbe45fbaeed3ac15957.png,TERDAFTAR,7334
tdpseTerbit,7416,912040285201200010001,BANK PERKREDITAN RAKYAT DHARMA NAGARI,-,Sektor Keuangan,BANK PERKREDITAN RAKYAT DHARMA NAGARI,2022-07-20,005500.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/4af1918522fe339aadb70713c8760541.png,TERDAFTAR,7304
tdpseTerbit,7403,121700030191900010001,INDOHCMS,-,Sektor Teknologi Informasi dan Komunikasi,INDOHCMS SINERGI UTAMA,2022-07-20,005499.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/92dcdc86aa6742ff4e19dd0a95699785.png,TERDAFTAR,7301
tdpseTerbit,7439,200722002973200000001,TOP SERVER,Mitratopserver.com,Sektor Perdagangan,Yogitanto,2022-07-20,005498.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f1c70afdcb056f8094adfaaa7f8edcd5.png,TERDAFTAR,7342
tdpseTerbit,8311,022030372221800010015,WEBSITE BANK PAPUA,bankpapua.co.id,Sektor Keuangan,BANK PEMBANGUNAN DAERAH PAPUA,2022-07-20,005497.21/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/bf990704324baff82993b99356bef5e6.png,TERDAFTAR,8235
tdpseTerbit,8292,022030372221800010014,DEVELOPMENT NEW MOBILE BANKING ULTIMATE BANK PAPUA,-,Sektor Keuangan,BANK PEMBANGUNAN DAERAH PAPUA,2022-07-20,005497.20/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/6ee89f4cd4d369af1da97ab43f81920e.png,TERDAFTAR,8210
tdpseTerbit,8291,022030372221800010013,DEVELOPMENT APLIKASI LAKU PANDAI BANK PAPUA,-,Sektor Keuangan,BANK PEMBANGUNAN DAERAH PAPUA,2022-07-20,005497.19/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/76d7f1508e725a93904f2f0e423d506f.png,TERDAFTAR,8208
tdpseTerbit,8285,022030372221800010012,DEVELOPMENT APLIKASI QRIS BANK PAPUA,-,Sektor Keuangan,BANK PEMBANGUNAN DAERAH PAPUA,2022-07-20,005497.18/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/55e7e6d86cd26b2b22fb37fad35504c1.png,TERDAFTAR,8203
