type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,8267,null,AUK INDUSTRIES SYSTEM,ops.auk.industries,Sektor Teknologi Informasi dan Komunikasi,AUK INDUSTRIES PTE. LTD.,2022-07-20,005832.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/850102da6fda5f114849ba6f7d573806.png,TERDAFTAR,8185
tdpseTerbit,8266,null,PARTYING,partying.sg,Sektor Perdagangan,OLA PARTY PTE. LTD.,2022-07-20,005831.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/8216d4b5053132b9a3f50ea521d58314.png,TERDAFTAR,8184
tdpseTerbit,8262,null,IDLE MONSTER GO,mjhw.hnmaiji.com,Sektor Perdagangan,"GUANGZHOU MAIJI INFORMATION TECHNOLOGY CO.,LTD",2022-07-20,005830.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/967ccbc23a85e26af0e69d2450bf86da.png,TERDAFTAR,8179
tdpseTerbit,8261,null,TENSURA: KING OF MONSTERS,global.wdyxgames.com,Sektor Teknologi Informasi dan Komunikasi,HOOLAIGAME,2022-07-20,005829.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f89cabbf1a2f3dfb91c73902135ecfbb.png,TERDAFTAR,8178
tdpseTerbit,8260,null,FUTURE FOOTBALL MANAGER,global.wdyxgames.com,Sektor Teknologi Informasi dan Komunikasi,HOOLAIGAME,2022-07-20,005829.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b839791ed4451474d292d8c4ed7eafdd.png,TERDAFTAR,8177
tdpseTerbit,8259,null,ULTIMATE FOOTBALL CLUB,hoolaigames.com,Sektor Teknologi Informasi dan Komunikasi,HOOLAIGAME,2022-07-20,005829.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/78e12b8eab38d5edfdae53026c196fec.png,TERDAFTAR,8176
tdpseTerbit,8258,null,CHAMPIONS MANAGER MOBASAKA,hoolaigames.com,Sektor Teknologi Informasi dan Komunikasi,HOOLAIGAME,2022-07-20,005829.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b4acbfccadab8e0b4daa4204bb6fc67b.png,TERDAFTAR,8175
tdpseTerbit,8257,null,AUTO CHESS,zizouqi.com,Sektor Teknologi Informasi dan Komunikasi,Long Entertainment Company Limited,2022-07-20,005828.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/387a767af07fc330d772ea85580c6bcb.png,TERDAFTAR,8174
tdpseTerbit,9411,null,VOOV,voovmeeting.com/index.html,Sektor Teknologi Informasi dan Komunikasi,ACEVILLE PTE. LTD.,2022-07-29,005825.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/06e432f95de3ffa2f63f5e8004e87c8c.png,TERDAFTAR,9321
tdpseTerbit,8253,null,TENCENT CLOUD INTERNATIONAL,tencentcloud.com/?lang=en&pg=,Sektor Teknologi Informasi dan Komunikasi,ACEVILLE PTE. LTD.,2022-07-20,005825.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/97354cfa78c28b4fd2958393b4fd1fc6.png,TERDAFTAR,8173
