type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,8159,null,ELEMENT INC.,discoverelement.com,Sektor Teknologi Informasi dan Komunikasi,ELEMENT INC.,2022-07-20,005793.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/305ad94b03fc4475ac91db91566d9d95.png,TERDAFTAR,8080
tdpseTerbit,8157,null,ZOOM.US,zoom.us,Sektor Teknologi Informasi dan Komunikasi,"ZOOM VIDEO COMMUNICATIONS, INC.",2022-07-20,005790.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/781ae57ace43a88db30f2b0e6b717f44.png,TERDAFTAR,8077
tdpseTerbit,8154,null,WWW.GOLDENTULIP.COM,goldentulip.com,Sektor Teknologi Informasi dan Komunikasi,LOUVRE HOTELS GROUP,2022-07-20,005788.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/fe7116cf39ac44ccd701457edcadd438.png,TERDAFTAR,8074
tdpseTerbit,8153,null,WWW.KYRIAD.COM,kyriad.com,Sektor Teknologi Informasi dan Komunikasi,LOUVRE HOTELS GROUP,2022-07-20,005788.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/4f3ab3faa0b026e42906c0e4d1d309b5.png,TERDAFTAR,8073
tdpseTerbit,8150,null,APPLE APP STORE,apps.apple.com,Sektor Teknologi Informasi dan Komunikasi,APPLE DISTRIBUTION INTERNATIONAL LIMITED,2022-07-20,005787.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/19d3dd1789aea0ac97f082aa0747a684.png,TERDAFTAR,8071
tdpseTerbit,8149,null,ICLOUD,icloud.com,Sektor Teknologi Informasi dan Komunikasi,APPLE DISTRIBUTION INTERNATIONAL LIMITED,2022-07-20,005787.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/6f583a7b17550deaab02e6130311fe03.png,TERDAFTAR,8070
tdpseTerbit,8148,null,GROW.CLEVERBRIDGE.COM,store.cleverbridge.com,Sektor Keuangan,CLEVERBRIDGE AG,2022-07-20,005786.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/6329e0955e5c2efde6d186c4af92c1fc.png,TERDAFTAR,8068
tdpseTerbit,8147,null,GMILLION,gmillion.io,Sektor Teknologi Informasi dan Komunikasi,GMILLION,2022-07-20,005785.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/97e7de2bedb97316c96cf6d487538520.png,TERDAFTAR,8067
tdpseTerbit,8146,null,AUTOCHESS MOBA,autochessmoba.com,Sektor Teknologi Informasi dan Komunikasi,TIANJIN HAORANYOU LIMITED,2022-07-20,005784.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/9e82a3a9af769a73fcd9d35e2a0e0a49.png,TERDAFTAR,8066
tdpseTerbit,8145,null,PICMA - PENAMBAH FOTO AI,imperial-vision.com/en,Sektor Teknologi Informasi dan Komunikasi,LIMEI GAO,2022-07-20,005782.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/aab80eb99dd8eb01396a7b26e99728b2.png,TERDAFTAR,8065
