type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,9269,null,MERGE FABLES APP,play.google.com/store/apps/details?id=com.mergegames.myth；https://apps.apple.com/us/app/merge-fables/id1564248355,Sektor Teknologi Informasi dan Komunikasi,MICROFUN LIMITED,2022-07-28,006499.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/d8fa8b84b3bf28ad2768c5c3dcaad0ad.png,TERDAFTAR,9181
tdpseTerbit,9268,null,JELLIPOP MATCH APP,play.google.com/store/apps/details?id=com.jellyblast.cmcm;https://apps.apple.com/us/app/jellipop-match/id1149330452,Sektor Teknologi Informasi dan Komunikasi,MICROFUN LIMITED,2022-07-28,006499.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/3499e4064226b4e9ea6481d36421162d.png,TERDAFTAR,9180
tdpseTerbit,9267,null,WARPATH,warpath.lilith.com,Sektor Teknologi Informasi dan Komunikasi,LILITH NETWORK HK LIMITED,2022-07-28,006498.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/2cf4af12f9d4853c2422fa4e37ebd746.png,TERDAFTAR,9179
tdpseTerbit,9266,null,RISE OF KINGDOMS,roc.lilithgames.com,Sektor Teknologi Informasi dan Komunikasi,LILITH NETWORK HK LIMITED,2022-07-28,006498.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/047f974a8f61f08ad999546a5dc75239.png,TERDAFTAR,9178
tdpseTerbit,9265,null,ART OF CONQUEST,aoc.lilith.com,Sektor Teknologi Informasi dan Komunikasi,LILITH NETWORK HK LIMITED,2022-07-28,006498.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/4f266464e62eda7d267bfeb9939bc6a9.png,TERDAFTAR,9177
tdpseTerbit,9264,null,AFK ARENA,afkarena.lilith.com,Sektor Teknologi Informasi dan Komunikasi,LILITH NETWORK HK LIMITED,2022-07-28,006498.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/a7174ccd44b310eef5bc38013f49bb7c.png,TERDAFTAR,9176
tdpseTerbit,9263,null,LIONSGATE PLAY,lionsgateplay.com,Sektor Teknologi Informasi dan Komunikasi,LIONSGATE PLAY LLP,2022-07-28,006497.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/b5531cd9573b3a2f973b6c4456844a8f.png,TERDAFTAR,9175
tdpseTerbit,9262,null,DISLYTE,dislyte.farlightgames.com,Sektor Teknologi Informasi dan Komunikasi,HU RUI,2022-07-28,006496.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/99f837f1704b935f3c203c505c7436b8.png,TERDAFTAR,9174
tdpseTerbit,9261,null,FARLIGHT 84,farlight84.farlightgames.com,Sektor Teknologi Informasi dan Komunikasi,HU RUI,2022-07-28,006496.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/306462d37c57007bf6fdec27d70d4db5.png,TERDAFTAR,9173
tdpseTerbit,9260,null,CHAMET,ichamet.com,Sektor Teknologi Informasi dan Komunikasi,FULIAO HONG KONG LIMITED,2022-07-28,006495.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/f9aaf89007004c2d39fc6b590b449a8b.png,TERDAFTAR,9172
