type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,9237,null,PHANTOM BLADE: EXECUTIONERS,s-game.choobest.com,Sektor Teknologi Informasi dan Komunikasi,SOULGAME LIMITED,2022-07-28,006482.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/995e95da36bf8ee21d2ce29184682953.png,TERDAFTAR,9149
tdpseTerbit,9233,null,LINKEDIN CORPORATION,linkedin.com,Sektor Teknologi Informasi dan Komunikasi,LINKEDIN CORPORATION,2022-07-28,006478.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/8321a6afcfcd768cebe5231fd64e4a30.png,TERDAFTAR,9145
tdpseTerbit,9215,null,FCS SOLUTIONS,fcscs.com,Sektor Teknologi Informasi dan Komunikasi,ADRIAN ANAND AMBROSE,2022-07-27,006463.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/5e78681af22239b87c61466608b34902.png,TERDAFTAR,9123
tdpseTerbit,9212,null,YS6 MOBILE VNG,ys6.vnggames.com,Sektor Teknologi Informasi dan Komunikasi,VNG CORPORATION,2022-07-27,006460.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/1799dc4b5efef289a9609a761c287754.png,TERDAFTAR,9120
tdpseTerbit,9210,null,OMI APPLICATION,omi.sg,Sektor Teknologi Informasi dan Komunikasi,WINK TECHNOLOGY PTE. LTD.,2022-07-27,006458.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/d8f0fd3f52e30dcd9dd0694db4c8e02d.png,TERDAFTAR,9118
tdpseTerbit,9209,null,OPPO BROWSER,developers.oppomobile.com,Sektor Teknologi Informasi dan Komunikasi,BRAVO UNICORN PTE. LTD.,2022-07-27,006457.05/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/d73173ff018813c93005c97731c9e986.png,TERDAFTAR,9117
tdpseTerbit,9208,null,OPPO THEMESTORE,developers.oppomobile.com,Sektor Perdagangan,BRAVO UNICORN PTE. LTD.,2022-07-27,006457.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/9b5566dcaf9b9cb06711a4df1316a922.png,TERDAFTAR,9116
tdpseTerbit,9207,null,HEYTAP CLOUD,cloud.heytap.com,Sektor Teknologi Informasi dan Komunikasi,BRAVO UNICORN PTE. LTD.,2022-07-27,006457.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/16e944f809f07d28e35c36ff0e64f6d9.png,TERDAFTAR,9115
tdpseTerbit,9206,null,OPPO APP MARKET,developers.oppomobile.com,Sektor Teknologi Informasi dan Komunikasi,BRAVO UNICORN PTE. LTD.,2022-07-27,006457.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/66e744ffe3b1568fae20c699b790960c.png,TERDAFTAR,9114
tdpseTerbit,9205,null,OPPO GAME CENTER,developers.oppomobile.com,Sektor Teknologi Informasi dan Komunikasi,BRAVO UNICORN PTE. LTD.,2022-07-27,006457.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/aa03b00a01a0b5d18fc9cfe0be948401.png,TERDAFTAR,9113
