type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,4098,,PLAYIT,114.119.185.13,Sektor Teknologi Informasi dan Komunikasi,SMART MEDIA4U TECHNOLOGY PTE. LTD.,2022-05-23,000297.07/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/ced5074d8fb8251698b798d08ab76965.png,TERDAFTAR,4097
tdpseTerbit,4097,,CLONEIT,114.119.185.13,Sektor Teknologi Informasi dan Komunikasi,SMART MEDIA4U TECHNOLOGY PTE. LTD.,2022-05-23,000297.06/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/65edc7091d0447e9d47bae0617f007fd.png,TERDAFTAR,4096
tdpseTerbit,4096,,LISTENIT,114.119.185.13,Sektor Teknologi Informasi dan Komunikasi,SMART MEDIA4U TECHNOLOGY PTE. LTD.,2022-05-23,000297.05/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/66db13d8b326d249bbba3d778cd7c767.png,TERDAFTAR,4095
tdpseTerbit,4095,,CLOCKIT,114.119.185.13,Sektor Teknologi Informasi dan Komunikasi,SMART MEDIA4U TECHNOLOGY PTE. LTD.,2022-05-23,000297.04/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/14b196d006390c3f5c3e749a4503cfd3.png,TERDAFTAR,4094
tdpseTerbit,4094,,CLEANIT,114.119.185.13,Sektor Teknologi Informasi dan Komunikasi,SMART MEDIA4U TECHNOLOGY PTE. LTD.,2022-05-23,000297.03/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/4d4865703e720853fd0c54c55276e654.png,TERDAFTAR,4093
tdpseTerbit,4093,,SHAREIT,114.119.168.60,Sektor Teknologi Informasi dan Komunikasi,SMART MEDIA4U TECHNOLOGY PTE. LTD.,2022-05-23,000297.02/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/e768b898f74f6de325b5d8f7d74a96d3.png,TERDAFTAR,4092
tdpseTerbit,4092,,SHAREIT LITE,114.119.168.60,Sektor Teknologi Informasi dan Komunikasi,SMART MEDIA4U TECHNOLOGY PTE. LTD.,2022-05-23,000297.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/95a0c2eeadec44c1cb8098ad4683e0f4.png,TERDAFTAR,4091
tdpseTerbit,4091,,PULSE,wedopulse.com/id/,Sektor Perdagangan,PULSE ECOSYSTEMS PTE. LTD.,2022-05-23,000296.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/5424de5f19f1dc68019a69a4175ff21b.png,TERDAFTAR,4090
tdpseTerbit,4090,,REACH52 ACCESS,reach52.com,Sektor Kesehatan,REACH52 PTE LTD,2022-05-23,000295.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/a29e5f1fa2a666130a6b40a453d10b3f.png,TERDAFTAR,4089
tdpseTerbit,4089,,MCB,mycashback.co,Sektor Perdagangan,MANKIND MEDIA PTE LTD,2022-05-23,000294.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/5cf44649c0176c454d3a7a2d5c977918.png,TERDAFTAR,4088
