type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,4135,,LARK,larksuite.com; https://play.google.com/store/apps/details?id=com.larksuite.suite,Sektor Teknologi Informasi dan Komunikasi,LARK TECHNOLOGIES PTE. LTD.,2022-05-25,000368.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/11cc92151777afbca6dc94b7722ca28f.png,TERDAFTAR,4137
tdpseTerbit,4134,,BYTEPLUS,byteplus.com,Sektor Teknologi Informasi dan Komunikasi,BYTEPLUS PTE. LTD.,2022-05-25,000367.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/a39b7d17c89e64ddf7b56c8c312bad40.png,TERDAFTAR,4136
tdpseTerbit,4133,,RAGNAROK X: NEXT GENERATION,ragnarokx.com/main; play.google.com/store/apps/details?id=com.play.rosea; apps.apple.com/SG/app/id1545808948?mt=8,Sektor Teknologi Informasi dan Komunikasi,NUVERSE (HONG KONG) LIMITED,2022-05-25,000366.02/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/bfdb6942ef523f51486f2ea75e3441ea.png,TERDAFTAR,4135
tdpseTerbit,4132,,"WARHAMMER 40,000 LOST CRUSADE",lostcrusade.com; apps.apple.com/app/id1532636309; play.google.com/store/apps/details?id=com.orcacorp.wargame,Sektor Teknologi Informasi dan Komunikasi,NUVERSE (HONG KONG) LIMITED,2022-05-25,000366.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/378701a32eacd62c0247abb1b063931d.png,TERDAFTAR,4134
tdpseTerbit,4131,,THE HEROIC LEGEND OF EAGARLNIA,pixmain.com/the-heroic-legend-of-eagarlnia; apps.apple.com/us/app/the-heroic-legend-of-eagarlnia/id1580509302; play.google.com/store/apps/details?id=com.redhand.eagarlnia,Sektor Teknologi Informasi dan Komunikasi,PIXMAIN PTE. LTD.,2022-05-25,000365.04/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/9fa22e4521b4566fddae9333639e6712.png,TERDAFTAR,4133
tdpseTerbit,4130,,MY TIME AT PORTIA,pixmain.com/my-time-at-portia; apps.apple.com/us/app/my-time-at-portia/id1555184523; play.google.com/store/apps/details?id=com.pathea.mtap,Sektor Teknologi Informasi dan Komunikasi,PIXMAIN PTE. LTD.,2022-05-25,000365.03/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/8603bf3aaa36058f7c8ea7ac98a0806b.png,TERDAFTAR,4132
tdpseTerbit,4129,,HUNDRED DAYS,pixmain.com/hundred-days; apps.apple.com/us/app/hundred-days/id1581549121; play.google.com/store/apps/details?id=com.brokenarmsgames.hundred,Sektor Teknologi Informasi dan Komunikasi,PIXMAIN PTE. LTD.,2022-05-25,000365.02/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/d75c46dc133747dbb797fe4abceed412.png,TERDAFTAR,4131
tdpseTerbit,4128,,INKED,pixmain.com/inked; apps.apple.com/us/app/inked/id1537777979; play.google.com/store/apps/details?id=com.somniumgames.inked,Sektor Teknologi Informasi dan Komunikasi,PIXMAIN PTE. LTD.,2022-05-25,000365.01/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/b4fea688ad3872eab720e0d21efa9c69.png,TERDAFTAR,4130
tdpseTerbit,4117,,FIZZOTOON,fizzotoon.com/,Sektor Teknologi Informasi dan Komunikasi,POLIGON PTE. LTD.,2022-05-24,000335.04/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/2b672d15807c7e47642814bb8ad2ec19.png,TERDAFTAR,4117
tdpseTerbit,4116,,GUA GUA LONG,rexandfriends.com,Sektor Teknologi Informasi dan Komunikasi,POLIGON PTE. LTD.,2022-05-24,000335.03/DJAI.PSE/05/2022,https://pse.kominfo.go.id/storage/images/qr_code/c6d9695be82b4e2027be2a6b7952464e.png,TERDAFTAR,4116
