type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,8239,null,VALORANT,playvalorant.com/id-id/,Sektor Teknologi Informasi dan Komunikasi,RIOT GAMES SERVICES PTE. LTD.,2022-07-20,005816.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/e9ae6bc3d7c62e1861d52d861873f2d8.png,TERDAFTAR,8158
tdpseTerbit,8238,null,LEGENDS OF RUNETERRA,playruneterra.com/en-us/,Sektor Teknologi Informasi dan Komunikasi,RIOT GAMES SERVICES PTE. LTD.,2022-07-20,005816.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/57e6168b7eab80b166d68f7e255ab874.png,TERDAFTAR,8157
tdpseTerbit,8236,null,LUDIGAMES,play.ludigames.com,Sektor Teknologi Informasi dan Komunikasi,LUDIGAMES,2022-07-20,005815.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/bf3b777cc4606b15c68869f50e9bc2cf.png,TERDAFTAR,8155
tdpseTerbit,8235,null,RAZER GOLD,gold.razer.com,Sektor Perdagangan,RAZER ONLINE PTE LTD,2022-07-20,005814.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/af3749326205849ee64836fbd87296f7.png,TERDAFTAR,8153
tdpseTerbit,8234,null,WECHAT,play.google.com/store/apps/details?id=com. tencent.mm&hl=in&gl=US,Sektor Teknologi Informasi dan Komunikasi,WECHAT INTERNATIONAL PTE. LTD.,2022-07-20,005813.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/ba9dee67f018fc9c34671c0a7ce9ebfe.png,TERDAFTAR,8152
tdpseTerbit,8232,null,RICHTHINKER,com.bcacrfzx.richthinker,Sektor Teknologi Informasi dan Komunikasi,YANHAIGE2022,2022-07-20,005811.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/13604fda5c4ad109f652b8e91c53aec1.png,TERDAFTAR,8151
tdpseTerbit,8231,null,TINDER,tinder.com,Sektor Teknologi Informasi dan Komunikasi,"MATCH GROUP, LLC.",2022-07-20,005810.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/99cb855d896038bc22208cd579c8a921.png,TERDAFTAR,8150
tdpseTerbit,8230,null,Z DAY: HEARTS OF HEROES,play.google.com/store/apps/details?id=com.kingsgroup.ww2; apps.apple.com/us/app/z-day-hearts-of-heroes/id1374225046,Sektor Teknologi Informasi dan Komunikasi,FUNPLUS INTERNATIONAL AG,2022-07-20,005809.05/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/0a790b5bd63d27d40f0b501458655123.png,TERDAFTAR,8148
tdpseTerbit,8229,null,CALL OF ANTIA: MATCH 3 RPG,callofantia.com/; play.google.com/store/apps/details?id=com.funplus.coa,Sektor Teknologi Informasi dan Komunikasi,FUNPLUS INTERNATIONAL AG,2022-07-20,005809.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/4dbad45656c450219547a635c2dc6061.png,TERDAFTAR,8147
tdpseTerbit,8228,null,GUNS OF GLORY,gog.kingsgroupgames.com/; play.google.com/store/apps/details?id=com.diandian.gog,Sektor Teknologi Informasi dan Komunikasi,FUNPLUS INTERNATIONAL AG,2022-07-20,005809.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/d95233b24342a89ca8471950ba8365eb.png,TERDAFTAR,8146
