type,id,nomor_pb_umku,nama,website,sektor,nama_perusahaan,tanggal_daftar,nomor_tanda_daftar,qr_code,status_id,sistem_elektronik_id
tdpseTerbit,8252,null,PUBG: BATTLEGROUNDS,krafton.com/en/,Sektor Teknologi Informasi dan Komunikasi,"KRAFTON, INC.",2022-07-20,005823.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/c5cd17a2cc615d88bac855292f1a54ff.png,TERDAFTAR,8171
tdpseTerbit,8251,null,NEW STATE MOBILE,krafton.com/en/,Sektor Teknologi Informasi dan Komunikasi,"KRAFTON, INC.",2022-07-20,005823.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/86e4d574cbd7ae297dba5959b110c171.png,TERDAFTAR,8170
tdpseTerbit,8250,null,GAMELOOP,gameloop.com/id/,Sektor Teknologi Informasi dan Komunikasi,HONG KONG GATHERING MEDIA LIMITED,2022-07-20,005821.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/dac1bbe0ca1b8e40d2ba8ec41b52df64.png,TERDAFTAR,8169
tdpseTerbit,8247,null,WETV,wetv.vip/id,Sektor Teknologi Informasi dan Komunikasi,IMAGE FUTURE INVESTMENT (HK) LIMITED,2022-07-20,005819.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/7a6029b02bbc61b42752aabd2079245c.png,TERDAFTAR,8165
tdpseTerbit,8246,null,LINGOACE,lingoace.com/id/,Sektor Teknologi Informasi dan Komunikasi,PPLINGO PTE LTD,2022-07-20,005818.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/cd2ca54a43135302c94d28da1c152446.png,TERDAFTAR,8164
tdpseTerbit,8245,null,REVIVED WITCH,play.google.com/store/apps/details?id=com.YoStarEN.RevivedWitch&hl=en&gl=US;apps.apple.com/us/app/revived-witch/id1554968811,Sektor Teknologi Informasi dan Komunikasi,YOSTAR (HONGKONG) LIMITED,2022-07-20,005817.04/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/4519bb8e6c4d01b6e5fc73773b6dad4f.png,TERDAFTAR,8163
tdpseTerbit,8244,null,ARKNIGHTS,play.google.com/store/apps/details?id=com.YoStarEN.Arknights;apps.apple.com/us/app/id1464872022?mt=8,Sektor Teknologi Informasi dan Komunikasi,YOSTAR (HONGKONG) LIMITED,2022-07-20,005817.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/72d0517c8b470cf00c835096be32c5a2.png,TERDAFTAR,8162
tdpseTerbit,8243,null,MAHJONG SOUL,play.google.com/store/apps/details?id=com.YoStarEN.MahjongSoul;apps.apple.com/us/app/id1464872167,Sektor Teknologi Informasi dan Komunikasi,YOSTAR (HONGKONG) LIMITED,2022-07-20,005817.02/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/ce7e16bfdef42b5a7698702e8da11f7a.png,TERDAFTAR,8161
tdpseTerbit,8242,null,AZUR LANE,play.google.com/store/apps/details?id=com.YoStarEN.AzurLane;apps.apple.com/us/app/azur-lane/id1411126549?l=zh&ls=1,Sektor Teknologi Informasi dan Komunikasi,YOSTAR (HONGKONG) LIMITED,2022-07-20,005817.01/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/e442a3308e52b4414a18ca93a33f0cc3.png,TERDAFTAR,8160
tdpseTerbit,8240,null,LEAGUE OF LEGENDS: WILD RIFT,wildrift.leagueoflegends.com/id-id/,Sektor Teknologi Informasi dan Komunikasi,RIOT GAMES SERVICES PTE. LTD.,2022-07-20,005816.03/DJAI.PSE/07/2022,https://pse.kominfo.go.id/storage/images/qr_code/25e85702b45b773149d92439775b9406.png,TERDAFTAR,8159
